"사망원인별","연령별","항목","단위","2016 년",
"- 대장암","45","증가기대여명(여자)[년]","년",".32464",
"- 대장암","50","사망확률(전체)[%]","%","2.58346",
"- 대장암","50","증가기대여명(전체)[년]","년",".3917",
"- 대장암","50","사망확률(남자)[%]","%","2.84388",
"- 대장암","50","증가기대여명(남자)[년]","년",".46035",
"- 대장암","50","사망확률(여자)[%]","%","2.34959",
"- 대장암","50","증가기대여명(여자)[년]","년",".31746",
"- 대장암","55","사망확률(전체)[%]","%","2.57201",
"- 대장암","55","증가기대여명(전체)[년]","년",".38162",
"- 대장암","55","사망확률(남자)[%]","%","2.84365",
"- 대장암","55","증가기대여명(남자)[년]","년",".45212",
"- 대장암","55","사망확률(여자)[%]","%","2.32995",
"- 대장암","55","증가기대여명(여자)[년]","년",".3067",
"- 대장암","60","사망확률(전체)[%]","%","2.54342",
"- 대장암","60","증가기대여명(전체)[년]","년",".36633",
"- 대장암","60","사망확률(남자)[%]","%","2.81527",
"- 대장암","60","증가기대여명(남자)[년]","년",".4359",
"- 대장암","60","사망확률(여자)[%]","%","2.30631",
"- 대장암","60","증가기대여명(여자)[년]","년",".29497",
"- 대장암","65","사망확률(전체)[%]","%","2.49756",
"- 대장암","65","증가기대여명(전체)[년]","년",".3475",
"- 대장암","65","사망확률(남자)[%]","%","2.76703",
"- 대장암","65","증가기대여명(남자)[년]","년",".41615",
"- 대장암","65","사망확률(여자)[%]","%","2.27005",
"- 대장암","65","증가기대여명(여자)[년]","년",".2806",
"- 대장암","70","사망확률(전체)[%]","%","2.42317",
"- 대장암","70","증가기대여명(전체)[년]","년",".32447",
"- 대장암","70","사망확률(남자)[%]","%","2.68288",
"- 대장암","70","증가기대여명(남자)[년]","년",".39231",
"- 대장암","70","사망확률(여자)[%]","%","2.21503",
"- 대장암","70","증가기대여명(여자)[년]","년",".26309",
"- 대장암","75","사망확률(전체)[%]","%","2.30575",
"- 대장암","75","증가기대여명(전체)[년]","년",".29618",
"- 대장암","75","사망확률(남자)[%]","%","2.56495",
"- 대장암","75","증가기대여명(남자)[년]","년",".36699",
"- 대장암","75","사망확률(여자)[%]","%","2.11447",
"- 대장암","75","증가기대여명(여자)[년]","년",".23835",
"- 대장암","80","사망확률(전체)[%]","%","2.1263",
"- 대장암","80","증가기대여명(전체)[년]","년",".26147",
"- 대장암","80","사망확률(남자)[%]","%","2.37127",
"- 대장암","80","증가기대여명(남자)[년]","년",".33607",
"- 대장암","80","사망확률(여자)[%]","%","1.9715",
"- 대장암","80","증가기대여명(여자)[년]","년",".20913",
"- 대장암","85","사망확률(전체)[%]","%","1.80933",
"- 대장암","85","증가기대여명(전체)[년]","년",".2047",
"- 대장암","85","사망확률(남자)[%]","%","2.08087",
"- 대장암","85","증가기대여명(남자)[년]","년",".27993",
"- 대장암","85","사망확률(여자)[%]","%","1.67859",
"- 대장암","85","증가기대여명(여자)[년]","년",".16089",
"- 대장암","90+","사망확률(전체)[%]","%","1.34758",
"- 대장암","90+","증가기대여명(전체)[년]","년",".0631",
"- 대장암","90+","사망확률(남자)[%]","%","1.52832",
"- 대장암","90+","증가기대여명(남자)[년]","년",".06367",
"- 대장암","90+","사망확률(여자)[%]","%","1.2846",
"- 대장암","90+","증가기대여명(여자)[년]","년",".06349",
"- 간암","0","사망확률(전체)[%]","%","2.55101",
"- 간암","0","증가기대여명(전체)[년]","년",".53711",
"- 간암","0","사망확률(남자)[%]","%","3.62843",
"- 간암","0","증가기대여명(남자)[년]","년",".79049",
"- 간암","0","사망확률(여자)[%]","%","1.56324",
"- 간암","0","증가기대여명(여자)[년]","년",".27531",
"- 간암","1","사망확률(전체)[%]","%","2.55794",
"- 간암","1","증가기대여명(전체)[년]","년",".53842",
"- 간암","1","사망확률(남자)[%]","%","3.63952",
"- 간암","1","증가기대여명(남자)[년]","년",".79291",
"- 간암","1","사망확률(여자)[%]","%","1.56674",
"- 간암","1","증가기대여명(여자)[년]","년",".27559",
"- 간암","5","사망확률(전체)[%]","%","2.55909",
"- 간암","5","증가기대여명(전체)[년]","년",".5384",
"- 간암","5","사망확률(남자)[%]","%","3.64175",
"- 간암","5","증가기대여명(남자)[년]","년",".79316",
"- 간암","5","사망확률(여자)[%]","%","1.56708",
"- 간암","5","증가기대여명(여자)[년]","년",".27534",
"- 간암","10","사망확률(전체)[%]","%","2.55999",
"- 간암","10","증가기대여명(전체)[년]","년",".53846",
"- 간암","10","사망확률(남자)[%]","%","3.64313",
"- 간암","10","증가기대여명(남자)[년]","년",".79328",
"- 간암","10","사망확률(여자)[%]","%","1.5677",
"- 간암","10","증가기대여명(여자)[년]","년",".27544",
"- 간암","15","사망확률(전체)[%]","%","2.56084",
"- 간암","15","증가기대여명(전체)[년]","년",".53855",
"- 간암","15","사망확률(남자)[%]","%","3.64486",
"- 간암","15","증가기대여명(남자)[년]","년",".79365",
"- 간암","15","사망확률(여자)[%]","%","1.56786",
"- 간암","15","증가기대여명(여자)[년]","년",".27527",
"- 간암","20","사망확률(전체)[%]","%","2.563",
"- 간암","20","증가기대여명(전체)[년]","년",".53875",
"- 간암","20","사망확률(남자)[%]","%","3.64908",
"- 간암","20","증가기대여명(남자)[년]","년",".79423",
"- 간암","20","사망확률(여자)[%]","%","1.56872",
"- 간암","20","증가기대여명(여자)[년]","년",".27526",
"- 간암","25","사망확률(전체)[%]","%","2.56698",
"- 간암","25","증가기대여명(전체)[년]","년",".53953",
"- 간암","25","사망확률(남자)[%]","%","3.65627",
"- 간암","25","증가기대여명(남자)[년]","년",".7957",
"- 간암","25","사망확률(여자)[%]","%","1.57055",
"- 간암","25","증가기대여명(여자)[년]","년",".27558",
"- 간암","30","사망확률(전체)[%]","%","2.57142",
"- 간암","30","증가기대여명(전체)[년]","년",".54007",
"- 간암","30","사망확률(남자)[%]","%","3.66542",
"- 간암","30","증가기대여명(남자)[년]","년",".79731",
"- 간암","30","사망확률(여자)[%]","%","1.5719",
"- 간암","30","증가기대여명(여자)[년]","년",".27541",
"- 간암","35","사망확률(전체)[%]","%","2.5754",
"- 간암","35","증가기대여명(전체)[년]","년",".53989",
"- 간암","35","사망확률(남자)[%]","%","3.67349",
"- 간암","35","증가기대여명(남자)[년]","년",".79774",
"- 간암","35","사망확률(여자)[%]","%","1.57357",
"- 간암","35","증가기대여명(여자)[년]","년",".27507",
"- 간암","40","사망확률(전체)[%]","%","2.57386",
"- 간암","40","증가기대여명(전체)[년]","년",".53663",
"- 간암","40","사망확률(남자)[%]","%","3.67521",
"- 간암","40","증가기대여명(남자)[년]","년",".79457",
"- 간암","40","사망확률(여자)[%]","%","1.57128",
"- 간암","40","증가기대여명(여자)[년]","년",".2725",
"- 간암","45","사망확률(전체)[%]","%","2.55803",
"- 간암","45","증가기대여명(전체)[년]","년",".52682",
"- 간암","45","사망확률(남자)[%]","%","3.65338",
"- 간암","45","증가기대여명(남자)[년]","년",".7809",
"- 간암","45","사망확률(여자)[%]","%","1.56672",
"- 간암","45","증가기대여명(여자)[년]","년",".26875",
"- 간암","50","사망확률(전체)[%]","%","2.51666",
"- 간암","50","증가기대여명(전체)[년]","년",".50776",
"- 간암","50","사망확률(남자)[%]","%","3.58708",
"- 간암","50","증가기대여명(남자)[년]","년",".75195",
"- 간암","50","사망확률(여자)[%]","%","1.55917",
"- 간암","50","증가기대여명(여자)[년]","년",".26388",
"- 간암","55","사망확률(전체)[%]","%","2.44638",
"- 간암","55","증가기대여명(전체)[년]","년",".48037",
"- 간암","55","사망확률(남자)[%]","%","3.48075",
"- 간암","55","증가기대여명(남자)[년]","년",".71256",
"- 간암","55","사망확률(여자)[%]","%","1.53946",
"- 간암","55","증가기대여명(여자)[년]","년",".25487",
"- 간암","60","사망확률(전체)[%]","%","2.32004",
"- 간암","60","증가기대여명(전체)[년]","년",".43999",
"- 간암","60","사망확률(남자)[%]","%","3.2861",
"- 간암","60","증가기대여명(남자)[년]","년",".65453",
"- 간암","60","사망확률(여자)[%]","%","1.49994",
"- 간암","60","증가기대여명(여자)[년]","년",".24067",
"- 간암","65","사망확률(전체)[%]","%","2.15907",
"- 간암","65","증가기대여명(전체)[년]","년",".39651",
"- 간암","65","사망확률(남자)[%]","%","3.04173",
"- 간암","65","증가기대여명(남자)[년]","년",".59365",
"- 간암","65","사망확률(여자)[%]","%","1.44505",
"- 간암","65","증가기대여명(여자)[년]","년",".22415",
"- 간암","70","사망확률(전체)[%]","%","1.94975",
"- 간암","70","증가기대여명(전체)[년]","년",".35012",
"- 간암","70","사망확률(남자)[%]","%","2.75539",
"- 간암","70","증가기대여명(남자)[년]","년",".5353",
"- 간암","70","사망확률(여자)[%]","%","1.34071",
"- 간암","70","증가기대여명(여자)[년]","년",".19964",
"- 간암","75","사망확률(전체)[%]","%","1.66852",
"- 간암","75","증가기대여명(전체)[년]","년",".29956",
"- 간암","75","사망확률(남자)[%]","%","2.39803",
"- 간암","75","증가기대여명(남자)[년]","년",".47755",
"- 간암","75","사망확률(여자)[%]","%","1.17258",
"- 간암","75","증가기대여명(여자)[년]","년",".16812",
"- 간암","80","사망확률(전체)[%]","%","1.30726",
"- 간암","80","증가기대여명(전체)[년]","년",".24376",
"- 간암","80","사망확률(남자)[%]","%","1.95139",
"- 간암","80","증가기대여명(남자)[년]","년",".41577",
"- 간암","80","사망확률(여자)[%]","%",".94202",
"- 간암","80","증가기대여명(여자)[년]","년",".13238",
"- 간암","85","사망확률(전체)[%]","%",".9251",
"- 간암","85","증가기대여명(전체)[년]","년",".17602",
"- 간암","85","사망확률(남자)[%]","%","1.46257",
"- 간암","85","증가기대여명(남자)[년]","년",".32555",
"- 간암","85","사망확률(여자)[%]","%",".69028",
"- 간암","85","증가기대여명(여자)[년]","년",".09305",
"- 간암","90+","사망확률(전체)[%]","%",".64026",
"- 간암","90+","증가기대여명(전체)[년]","년",".02977",
"- 간암","90+","사망확률(남자)[%]","%","1.09708",
"- 간암","90+","증가기대여명(남자)[년]","년",".0455",
"- 간암","90+","사망확률(여자)[%]","%",".48106",
"- 간암","90+","증가기대여명(여자)[년]","년",".02359",
"- 폐암","0","사망확률(전체)[%]","%","5.06712",
"- 폐암","0","증가기대여명(전체)[년]","년",".86482",
"- 폐암","0","사망확률(남자)[%]","%","7.85848",
"- 폐암","0","증가기대여명(남자)[년]","년","1.322",
"- 폐암","0","사망확률(여자)[%]","%","2.7126",
"- 폐암","0","증가기대여명(여자)[년]","년",".41919",
"- 폐암","1","사망확률(전체)[%]","%","5.08138",
"- 폐암","1","증가기대여명(전체)[년]","년",".86725",
"- 폐암","1","사망확률(남자)[%]","%","7.8825",
"- 폐암","1","증가기대여명(남자)[년]","년","1.32604",
"- 폐암","1","사망확률(여자)[%]","%","2.71954",
"- 폐암","1","증가기대여명(여자)[년]","년",".42026",
"- 폐암","5","사망확률(전체)[%]","%","5.08455",
"- 폐암","5","증가기대여명(전체)[년]","년",".86779",
"- 폐암","5","사망확률(남자)[%]","%","7.88822",
"- 폐암","5","증가기대여명(남자)[년]","년","1.327",
"- 폐암","5","사망확률(여자)[%]","%","2.72096",
"- 폐암","5","증가기대여명(여자)[년]","년",".42048",
"- 폐암","10","사망확률(전체)[%]","%","5.08677",
"- 폐암","10","증가기대여명(전체)[년]","년",".86817",
"- 폐암","10","사망확률(남자)[%]","%","7.892",
"- 폐암","10","증가기대여명(남자)[년]","년","1.32764",
"- 폐암","10","사망확률(여자)[%]","%","2.72203",
"- 폐암","10","증가기대여명(여자)[년]","년",".42064",
"- 폐암","15","사망확률(전체)[%]","%","5.08885",
"- 폐암","15","증가기대여명(전체)[년]","년",".86853",
"- 폐암","15","사망확률(남자)[%]","%","7.89576",
"- 폐암","15","증가기대여명(남자)[년]","년","1.32827",
"- 폐암","15","사망확률(여자)[%]","%","2.72296",
"- 폐암","15","증가기대여명(여자)[년]","년",".42079",
"- 폐암","20","사망확률(전체)[%]","%","5.09404",
"- 폐암","20","증가기대여명(전체)[년]","년",".86928",
"- 폐암","20","사망확률(남자)[%]","%","7.90651",
"- 폐암","20","증가기대여명(남자)[년]","년","1.32997",
"- 폐암","20","사망확률(여자)[%]","%","2.72471",
"- 폐암","20","증가기대여명(여자)[년]","년",".42089",
"- 폐암","25","사망확률(전체)[%]","%","5.10172",
"- 폐암","25","증가기대여명(전체)[년]","년",".87037",
"- 폐암","25","사망확률(남자)[%]","%","7.922",
"- 폐암","25","증가기대여명(남자)[년]","년","1.3323",
"- 폐암","25","사망확률(여자)[%]","%","2.72756",
"- 폐암","25","증가기대여명(여자)[년]","년",".42116",
"- 폐암","30","사망확률(전체)[%]","%","5.11198",
"- 폐암","30","증가기대여명(전체)[년]","년",".87181",
"- 폐암","30","사망확률(남자)[%]","%","7.94363",
"- 폐암","30","증가기대여명(남자)[년]","년","1.33561",
"- 폐암","30","사망확률(여자)[%]","%","2.73098",
"- 폐암","30","증가기대여명(여자)[년]","년",".42141",
"- 폐암","35","사망확률(전체)[%]","%","5.12365",
"- 폐암","35","증가기대여명(전체)[년]","년",".87274",
"- 폐암","35","사망확률(남자)[%]","%","7.96811",
"- 폐암","35","증가기대여명(남자)[년]","년","1.33845",
